tract,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""25017387201""","""Boston-Cambridge-Newton, MA-NH""",4,5900,2124,3203.95,53,64,72,33,41,46,20,23,26,8.86,5.46,2.03,2,2,24029,21213,23490,0,0,0,15048,13588,13860,11608,10552,10498,3439,3036,3360,2,0,2,1,0,1,2.7,4.5,1.13,0.66,11225,79,14521,88,36,49,1618,2073,2381,542,78,22
"""25017387202""","""Boston-Cambridge-Newton, MA-NH""",3,4082,1380,4821.19,62,75,85,41,51,57,21,24,28,11.48,3.78,2.18,2,2,25299,22268,24795,0,0,0,16076,14574,14887,12456,11388,11340,3620,3187,3547,0,0,0,0,0,0,1.2,3.3,0.5,0.29,9097,86,11305,88,68,25,1981,2566,2672,532,93,7
"""25017388100""","""Boston-Cambridge-Newton, MA-NH""",3,5137,2101,6582.91,51,61,69,31,39,43,20,22,26,10.07,3.41,2.01,2,2,24121,21059,23607,0,0,0,14957,13552,13784,11497,10538,10401,3452,3014,3377,8,0,6,5,0,4,3.2,3.6,1.58,0.32,8716,54,11953,88,64,27,1916,1951,2127,979,75,25
"""25017388200""","""Boston-Cambridge-Newton, MA-NH""",3,7436,2331,10147.95,49,58,66,29,37,41,19,22,25,8.83,2.29,1.96,2,2,23467,20725,22992,2,2,2,14583,13147,13416,11170,10141,10076,3358,2966,3289,55,41,51,37,28,34,3.6,5,0.85,0.23,6106,59,7431,85,46,27,1796,1839,2114,1016,69,31
"""25017388300""","""Boston-Cambridge-Newton, MA-NH""",4,6657,1868,171.67,23,27,30,10,13,14,14,15,17,4.23,51.85,1.43,1,1,14024,12039,13429,10,9,10,10434,9141,9355,8173,7182,7158,2007,1723,1921,254,237,277,173,161,189,9.6,7.6,21.03,10.88,34640,4,37372,90,3,514,518,651,761,593,9,91
"""25017980000""","""Boston-Cambridge-Newton, MA-NH""",1,0,0,949.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,0,0,,,,,,,3670,,,,,
"""25019950100""","""""",2,1395,627,1331.83,54,65,81,36,44,55,19,21,26,8.21,3.86,2.06,2,2,23113,20592,21703,6,5,7,15579,13918,13764,11788,10558,10160,3308,2947,3105,483,412,500,354,302,366,4.2,3.6,1.71,0.47,2851,88,4138,84,6,367,616,2490,2822,1458,80,20
"""25019950200""","""""",4,5140,1745,3342.46,50,60,74,32,40,50,18,20,25,10.45,10.92,2.02,2,2,23617,21257,22187,4,3,4,15228,13681,13371,11552,10396,9892,3380,3042,3174,296,243,305,217,178,223,5.3,2.1,1.13,0.52,3224,73,3914,84,19,111,1486,2229,2664,1799,53,47
"""25019950307""","""""",1,420,173,6091.26,54,65,81,34,42,53,20,23,28,9.98,0.28,2.29,2,2,25594,22917,24258,3,2,2,16930,15315,15040,13055,11879,11386,3663,3280,3470,212,157,183,156,115,134,2.5,3.2,0.41,0.03,1472,91,1759,81,21,73,1846,2375,2375,,84,16
"""25019950400""","""""",2,2460,897,3704.54,57,69,86,39,48,60,18,21,25,10.5,2.64,2.07,2,2,24187,21706,22812,3,2,3,15499,13909,13690,11839,10662,10215,3461,3106,3263,199,140,212,146,103,155,4.4,3.3,1.69,0.24,2271,77,2767,82,26,85,1299,2700,3225,1655,65,35
"""25019950500""","""""",2,1141,481,15042.08,49,59,73,29,36,45,20,23,28,9.19,0.29,2.27,2,2,25419,22862,24131,3,2,2,16779,15144,14936,12948,11732,11300,3638,3272,3452,193,140,185,141,103,135,1.9,3.5,0.37,0.03,1040,97,1238,79,31,58,1861,2032,2206,952,83,17
"""25021400100""","""Boston-Cambridge-Newton, MA-NH""",4,4782,2345,213.61,48,58,65,37,46,52,11,11,13,3.37,43.15,1,1,1,10108,8085,9746,37,35,37,7927,6900,7138,5713,5017,4967,1446,1157,1394,767,726,776,522,494,527,9.5,9.9,34.2,10.98,100341,7,244570,93,4,467,543,2325,2541,1662,44,56
"""25021400200""","""Boston-Cambridge-Newton, MA-NH""",3,5604,2632,131.73,45,55,62,35,44,49,10,11,13,2.81,61.01,0.97,1,1,9872,7822,9503,38,36,38,7728,6657,6900,5530,4790,4752,1413,1119,1359,785,747,789,534,508,536,9.6,9.9,41.86,19.98,96775,5,222237,93,3,491,482,2200,2434,1712,41,59
"""25021400300""","""Boston-Cambridge-Newton, MA-NH""",3,4403,1687,129.98,52,64,72,41,51,57,12,13,15,4.84,65.17,1.13,1,1,11073,8986,10715,34,33,35,8770,7658,7936,6474,5696,5688,1585,1286,1533,711,676,715,484,460,486,9.2,9.7,13.6,12.98,92376,17,187470,93,5,379,728,2562,3146,1920,51,49
"""25021400400""","""Boston-Cambridge-Newton, MA-NH""",3,6129,2952,190.38,47,57,65,36,45,50,12,13,15,3.72,59.58,1.13,1,1,10923,8822,10566,35,33,35,8760,7650,7907,6472,5699,5669,1563,1263,1511,725,689,727,493,469,494,9.2,9.7,33.06,15.51,89375,17,168008,92,6,337,748,2242,2706,1884,47,53
"""25021400500""","""Boston-Cambridge-Newton, MA-NH""",3,5099,2309,137.65,49,60,67,39,48,54,11,12,14,3.77,68.45,1.04,1,1,10099,8093,9727,39,38,39,8180,7112,7303,5920,5175,5098,1445,1158,1391,815,779,814,554,530,553,9.3,9.8,25.18,16.77,88062,9,160501,92,4,492,617,2421,2860,2117,34,66
"""25021400600""","""Boston-Cambridge-Newton, MA-NH""",3,4965,2198,303,52,62,71,39,49,54,13,14,16,4.83,46.81,1.23,1,1,12565,10423,12227,34,32,34,9507,8339,8654,7013,6185,6204,1798,1492,1749,695,662,701,473,450,476,7.5,9.6,20.39,7.25,80045,24,127744,92,4,353,634,2446,2196,1876,61,39
"""25021400700""","""Boston-Cambridge-Newton, MA-NH""",3,3325,1302,149.9,53,64,72,41,51,57,12,13,15,5.14,51.2,1.16,1,1,11904,9628,11580,34,33,34,9052,7864,8208,6641,5812,5847,1704,1378,1657,707,674,705,481,458,479,8.8,9.9,14.7,8.69,88279,17,178316,92,4,491,583,2556,2808,2146,64,36
"""25021400800""","""Boston-Cambridge-Newton, MA-NH""",3,5557,2461,140.18,43,52,59,33,41,46,10,11,13,3.62,66.32,0.98,1,1,9832,7803,9470,39,37,39,7791,6748,6971,5583,4873,4813,1407,1117,1355,800,759,803,544,516,546,9.4,9.9,22.03,17.56,94860,7,212578,92,5,411,574,2069,2352,1832,40,60
"""25021400900""","""Boston-Cambridge-Newton, MA-NH""",3,4268,2000,94.61,40,49,55,32,40,45,10,10,12,3.01,79.71,0.88,1,1,9511,7701,9126,41,39,42,7257,6265,6465,5042,4352,4293,1361,1102,1306,854,810,867,580,551,589,9.6,9.9,36.62,21.14,92667,4,200310,92,3,642,439,2015,2381,1739,34,66
"""25021401000""","""Boston-Cambridge-Newton, MA-NH""",3,3240,1274,158.17,47,57,65,36,45,50,12,13,15,4.61,42.99,1.14,1,1,11495,9436,11136,33,31,33,8809,7658,7939,6487,5658,5667,1645,1350,1593,678,650,678,460,442,461,9,9.9,12.62,8.05,83617,14,162481,92,4,465,587,2241,2639,1777,47,53
"""25021401100""","""Boston-Cambridge-Newton, MA-NH""",3,4596,1604,1017.29,68,83,94,52,66,73,16,18,21,6.59,13.85,1.65,1,2,15245,13043,14906,22,21,22,12083,10740,11102,9441,8432,8515,2182,1867,2132,460,441,454,313,300,309,6,9.5,5.75,1.58,63705,66,96429,91,9,188,892,3294,3723,1398,81,19
"""25021401200""","""Boston-Cambridge-Newton, MA-NH""",4,7164,2560,1653.73,59,71,80,42,53,59,17,18,21,7.43,24.27,1.72,2,2,17769,15550,17325,10,10,10,12538,11069,11486,9794,8646,8808,2543,2225,2478,202,198,200,137,134,136,6.3,9.1,4.38,1.55,45957,63,62996,90,10,151,841,2647,2878,1810,67,33
"""25021402101""","""Boston-Cambridge-Newton, MA-NH""",4,3389,1437,995.25,49,59,67,32,40,44,18,19,23,7.93,16.74,1.82,2,2,19623,17358,19162,4,4,4,13304,11757,12221,10416,9196,9396,2808,2484,2741,80,77,83,55,52,57,5.1,7.9,3.46,1.44,30748,71,39010,90,9,143,1131,1997,2213,746,72,28
"""25021402102""","""Boston-Cambridge-Newton, MA-NH""",4,4448,1584,466.55,43,51,58,26,33,36,17,18,21,8.28,29.35,1.7,1,2,18483,16163,18020,7,7,7,12484,10978,11427,9690,8523,8698,2645,2313,2578,149,142,151,101,96,102,7.3,8.3,4.92,3.4,33944,49,40179,90,6,291,740,1636,1919,1075,64,36
"""25021402200""","""Boston-Cambridge-Newton, MA-NH""",2,2133,815,287.55,48,58,65,30,38,42,18,20,23,9.1,25.89,1.82,2,2,20717,17944,20208,6,6,6,13468,11959,12356,10371,9272,9341,2965,2568,2891,132,119,124,90,81,85,5.2,8.3,4.06,2.83,28458,68,36781,89,7,191,711,1893,2036,1314,83,17
"""25021402300""","""Boston-Cambridge-Newton, MA-NH""",3,4192,1474,1040.52,56,67,76,37,47,52,19,21,24,8.79,16.1,1.93,2,2,20620,18481,20282,3,3,3,14020,12376,12948,11003,9665,9980,2951,2645,2901,67,66,67,45,45,46,3,8.2,2.8,1.42,24016,97,37848,90,10,137,856,2350,2343,1101,94,6
"""25021402400""","""Boston-Cambridge-Newton, MA-NH""",6,6519,2665,1094.54,53,64,72,36,45,51,17,18,21,7.8,19.92,1.7,1,2,18372,16350,17934,7,7,7,12463,11015,11390,9689,8533,8673,2629,2340,2565,145,142,151,99,96,103,6.9,8,5.01,2.43,28183,53,41559,90,8,202,776,2278,2496,1197,53,47
"""25021402500""","""Boston-Cambridge-Newton, MA-NH""",2,4543,1604,2673.7,58,70,80,41,51,57,17,19,22,6.93,5.67,1.77,2,2,19854,17608,19394,4,4,4,13056,11577,11976,10125,8971,9109,2841,2520,2774,89,85,92,61,58,63,6.1,7.9,1.6,0.6,24856,54,39688,90,21,76,1458,2574,3262,1513,60,40
"""25021403100""","""Boston-Cambridge-Newton, MA-NH""",7,6697,2219,1628.05,72,87,98,53,66,74,19,21,25,9.89,18.55,1.96,2,2,21670,18941,21200,4,3,3,14363,12744,13249,11188,9969,10150,3101,2711,3033,73,64,67,50,44,45,2.6,8.1,3.95,1.36,27259,93,45612,90,11,142,1131,3316,3316,,99,1
"""25021403300""","""Boston-Cambridge-Newton, MA-NH""",3,4230,1350,1706.04,70,85,96,51,63,71,19,22,25,10.12,12.79,1.98,2,2,22119,19412,21641,4,4,4,14581,13042,13440,11327,10186,10262,3165,2778,3096,89,78,83,61,53,56,1.8,7.8,1.19,0.79,21664,91,33974,90,23,77,1727,3178,3225,501,91,9
"""25021403400""","""Boston-Cambridge-Newton, MA-NH""",5,6725,2404,2382.09,61,74,83,42,53,59,18,21,24,8.8,16.17,1.89,2,2,21571,18808,21054,3,3,3,13924,12436,12787,10768,9689,9711,3087,2692,3012,68,56,64,46,38,43,2.4,7.5,1.82,1.01,21860,70,36375,90,20,78,1572,2659,3087,242,79,21
"""25021403500""","""Boston-Cambridge-Newton, MA-NH""",3,6362,2522,1383.74,58,70,79,41,51,57,17,19,22,8.25,15.26,1.77,2,2,19501,17014,19011,7,7,7,13044,11557,11949,10109,8988,9087,2791,2435,2720,144,135,142,98,92,97,6.4,8.1,3.47,1.82,29186,59,58904,91,9,145,933,2560,2855,1772,69,31
"""25021404100""","""Boston-Cambridge-Newton, MA-NH""",3,4157,1363,1053.29,70,85,95,52,65,72,18,20,23,9.16,12.71,1.85,2,2,20450,17939,19919,6,5,6,13591,12116,12447,10542,9435,9480,2926,2567,2849,122,113,118,83,77,80,5.3,8.5,2,1.29,26671,83,52901,91,8,177,840,3242,3484,1919,74,26
"""25021404201""","""Boston-Cambridge-Newton, MA-NH""",4,3849,1289,926.97,78,94,106,59,73,82,19,21,24,9.05,13.93,1.94,2,2,21029,18566,20645,4,4,4,14159,12555,13060,11057,9812,10017,3009,2657,2953,92,86,89,63,59,61,2.9,8.2,1.51,1.39,22657,93,39225,90,10,184,953,3689,3689,,94,6
"""25021404202""","""Boston-Cambridge-Newton, MA-NH""",3,5006,1150,1114.55,76,93,105,58,72,81,18,21,24,8.86,11.07,1.9,2,2,20851,18388,20434,5,4,5,13917,12371,12811,10836,9648,9792,2984,2631,2923,98,92,95,67,62,65,4.2,8,1.78,1.03,22845,79,39521,90,14,152,875,3626,3957,1642,83,17
"""25021404301""","""Boston-Cambridge-Newton, MA-NH""",5,5510,1808,976.11,75,91,103,56,69,78,20,22,25,10.39,21.04,2.02,2,2,22951,20111,22435,1,1,1,14816,13204,13663,11504,10310,10430,3284,2878,3209,28,16,23,19,11,16,2.3,6.8,2.14,1.85,19467,100,30289,90,10,173,957,3491,3491,,98,2
"""25021404302""","""Boston-Cambridge-Newton, MA-NH""",3,3587,1323,637.71,68,82,92,49,61,69,18,21,24,8.92,20.19,1.89,2,2,21455,18857,20968,4,4,4,13944,12396,12814,10783,9616,9727,3070,2699,2999,91,81,88,62,55,60,4.4,7.3,2.88,2.07,20197,80,32070,90,9,219,931,3085,3199,1159,81,19
"""25021404400""","""Boston-Cambridge-Newton, MA-NH""",5,6723,1628,1696.36,65,79,89,47,59,66,18,20,23,8.6,16.83,1.81,2,2,20723,18201,20243,5,5,5,13421,11936,12300,10353,9237,9303,2966,2605,2896,103,94,102,70,64,69,5.5,7.6,3.13,0.96,19511,61,32287,89,11,113,1219,2977,3823,710,68,32
"""25021405100""","""Boston-Cambridge-Newton, MA-NH""",4,5814,1935,9675.84,81,98,110,60,75,84,21,23,27,11.17,3.71,2.12,2,2,24836,21890,24310,0,0,0,15631,14158,14437,12075,11025,10959,3554,3133,3478,2,0,0,1,0,0,1.5,6.7,0.34,0.2,12461,94,17362,88,45,25,1772,3759,3846,1654,91,9
"""25021406101""","""Boston-Cambridge-Newton, MA-NH""",3,5720,1941,4281.41,60,73,82,41,51,57,20,22,25,10.68,7.83,2.01,2,2,23936,21026,23408,0,0,0,14891,13429,13710,11462,10420,10361,3425,3009,3349,4,0,0,2,0,0,2,6.1,1,0.45,11755,77,15152,88,26,51,1375,2550,2795,537,83,17
"""25021406102""","""Boston-Cambridge-Newton, MA-NH""",4,6648,2149,4935.98,71,86,97,50,63,70,21,23,27,11.56,5.53,2.1,2,2,24816,21839,24298,0,0,0,15535,14042,14348,11981,10917,10872,3551,3125,3476,3,0,0,2,0,0,1.6,5.8,1.98,0.44,11612,91,14444,88,37,41,1588,3157,3324,680,93,7
"""25021407100""","""Boston-Cambridge-Newton, MA-NH""",5,8051,3069,7693.87,54,65,74,34,43,48,20,23,26,10.31,5.73,2.04,2,2,24311,21374,23790,0,0,0,15116,13668,13934,11635,10609,10531,3479,3059,3403,2,0,0,1,0,0,2.4,4.6,1.09,0.4,10330,73,12253,88,37,35,1918,2150,2341,1113,82,18
"""25021408101""","""Boston-Cambridge-Newton, MA-NH""",4,8083,2725,5455.19,60,73,82,40,50,56,21,23,27,11.51,6.38,2.1,2,2,24973,22057,24461,0,0,0,15562,14065,14371,11985,10909,10870,3574,3157,3499,4,0,1,2,0,1,1.8,4.7,0.81,0.5,9428,89,10874,87,32,52,1384,2494,2494,,89,11
"""25021408102""","""Boston-Cambridge-Newton, MA-NH""",4,4986,1837,1932.17,53,64,72,33,42,47,19,22,25,10.45,10.14,1.97,2,2,23489,20645,22974,1,0,0,14598,13115,13428,11223,10158,10132,3361,2954,3286,13,3,10,9,2,7,4.4,4.8,5.87,0.95,10686,68,11788,87,20,101,1148,2102,2291,976,77,23
"""25021409101""","""Boston-Cambridge-Newton, MA-NH""",3,6349,1418,5160.91,62,75,84,41,51,57,21,24,27,10.78,3.58,2.14,2,2,24752,21908,24268,1,1,1,15811,14230,14630,12243,11076,11138,3542,3135,3471,26,19,21,18,13,14,1.2,5.1,0.54,0.27,10046,97,13389,88,35,30,1468,2561,2618,928,95,5
"""25021409102""","""Boston-Cambridge-Newton, MA-NH""",2,5311,1759,4377.57,60,72,82,39,49,55,21,23,27,11.28,4.63,2.12,2,2,24519,21615,24062,2,1,1,15640,14035,14485,12099,10920,11017,3509,3093,3442,32,21,26,22,14,18,1.5,5.1,0.67,0.4,10121,87,12305,87,45,29,1776,2474,2521,522,96,4
"""25021410100""","""Boston-Cambridge-Newton, MA-NH""",4,6534,2381,6194.52,49,58,66,29,36,41,20,22,25,10.04,4.91,1.99,2,2,23860,20992,23307,0,0,0,14765,13356,13573,11351,10352,10239,3414,3004,3334,0,0,0,0,0,0,2.9,4.1,1.49,0.38,9873,65,15391,89,27,48,1377,1826,2034,616,71,29
"""25021410300""","""Boston-Cambridge-Newton, MA-NH""",2,4781,1726,3959.32,54,65,73,34,43,48,20,22,26,10.7,4.85,2.02,2,2,24001,21150,23462,0,0,0,14975,13561,13780,11532,10534,10417,3435,3027,3356,8,0,6,6,0,4,3.5,3.5,1.02,0.44,9017,67,12768,88,36,42,1686,2151,2234,1241,72,28
"""25021410400""","""Boston-Cambridge-Newton, MA-NH""",5,5928,2304,2548.89,47,57,64,28,35,39,19,21,24,9.84,13.36,1.91,2,2,23088,20333,22512,0,0,0,14206,12841,13012,10902,9931,9792,3304,2910,3220,0,0,0,0,0,0,3.2,4,1.35,0.9,10726,58,17023,89,25,67,1684,1771,2073,928,58,42
"""25021411100""","""Boston-Cambridge-Newton, MA-NH""",5,7916,2966,3991.72,54,65,73,34,43,48,19,21,25,9.91,9.1,1.95,2,2,22833,20002,22317,2,2,2,14439,12944,13284,11131,10051,10054,3267,2862,3192,40,31,38,27,21,26,3.3,5.1,1.75,0.74,12992,65,19344,89,21,68,1337,2165,2455,459,77,23
"""25021411200""","""Boston-Cambridge-Newton, MA-NH""",4,7305,2586,2177.05,55,66,74,36,44,50,19,21,25,10.05,12.54,1.94,2,2,22448,19763,21938,5,5,5,14412,12886,13259,11094,9965,10021,3212,2828,3138,106,93,100,72,63,68,3.7,6.6,1.99,1.19,15667,81,22917,89,15,104,1083,2232,2384,1077,81,19
"""25021411301""","""Boston-Cambridge-Newton, MA-NH""",3,5654,2070,3712.81,67,82,92,48,60,67,20,22,25,7.66,5.21,2.01,2,2,22880,20167,22421,4,3,4,14808,13249,13666,11454,10294,10385,3274,2886,3207,79,69,74,54,47,50,1.5,6.7,0.92,0.56,14874,84,19164,88,36,55,1529,2994,2994,,87,13
"""25021411302""","""Boston-Cambridge-Newton, MA-NH""",3,3921,1315,3195.74,58,69,78,38,47,53,20,22,25,9.99,6.78,2.01,2,2,23199,20277,22732,3,3,3,14848,13326,13707,11462,10368,10390,3320,2902,3252,66,56,65,45,38,44,1.4,6.2,0.76,0.41,11934,71,16984,88,44,44,1683,2377,2449,437,88,12
"""25021412100""","""Boston-Cambridge-Newton, MA-NH""",4,6523,2371,2290.97,60,72,81,40,51,57,19,21,25,10.1,13.8,1.95,2,2,23068,20260,22537,1,1,1,14443,12920,13285,11121,10010,10047,3301,2899,3224,21,11,14,14,8,9,3.7,7.6,1.53,1.03,17980,85,25236,89,17,98,1104,2542,2845,366,85,15
"""25021412200""","""Boston-Cambridge-Newton, MA-NH""",2,3674,1538,2894.95,69,83,94,50,62,70,19,21,24,8.81,7.35,1.92,2,2,22484,19631,22007,2,1,1,14221,12695,13108,10971,9864,9933,3218,2809,3148,32,21,28,22,14,19,3.8,7.4,480.34,0.53,19134,62,28724,89,33,46,1501,3122,3359,2286,83,17
"""25021412300""","""Boston-Cambridge-Newton, MA-NH""",4,4897,1680,1778.77,66,80,91,47,59,66,19,21,24,9.54,10.84,1.95,2,2,21228,18906,20852,4,4,4,14262,12655,13170,11132,9862,10097,3038,2706,2983,92,87,90,62,59,61,2.8,8,1.61,0.94,21322,92,37699,90,15,102,1186,2968,3011,583,91,9
"""25021413100""","""Boston-Cambridge-Newton, MA-NH""",5,6076,2345,2525.28,49,59,67,31,39,44,18,20,23,9.16,18.15,1.83,2,2,21193,18560,20670,4,3,4,13545,12068,12413,10437,9347,9383,3033,2656,2957,75,65,74,51,44,50,3.3,8,3.13,0.93,19759,66,35533,90,12,87,1197,1974,2234,694,71,29
"""25021413200""","""Boston-Cambridge-Newton, MA-NH""",4,5988,2606,1000.39,40,48,54,24,29,33,17,18,21,7.54,22.54,1.68,1,2,19340,16936,18868,7,6,7,12530,11051,11455,9619,8495,8609,2768,2424,2699,144,133,147,98,90,100,6.9,8.2,6.74,2.6,21205,42,37438,90,10,175,911,1481,1853,938,58,42
"""25021413300""","""Boston-Cambridge-Newton, MA-NH""",3,4911,1861,794.98,50,60,67,32,40,45,18,20,23,8.97,26.05,1.8,2,2,20713,18174,20187,3,2,3,13311,11773,12194,10288,9123,9245,2964,2601,2888,59,49,61,40,33,41,5.4,7.9,4.79,2.34,19907,66,29058,89,6,267,583,2011,2225,1101,72,28
"""25021413401""","""Boston-Cambridge-Newton, MA-NH""",3,2974,1439,367.23,41,48,55,25,31,35,16,17,20,6.97,31.17,1.61,1,2,18326,15940,17836,8,7,8,11968,10524,10892,9182,8091,8172,2623,2281,2551,164,152,169,111,103,115,8.2,8,5.99,3.92,21185,29,33033,89,5,340,593,1556,1509,1151,50,50
"""25021413402""","""Boston-Cambridge-Newton, MA-NH""",3,4564,1723,532.56,44,53,60,28,35,39,16,18,21,8.1,36.18,1.64,1,2,19125,16676,18612,8,8,8,12278,10882,11171,9366,8335,8334,2737,2386,2662,175,161,175,119,109,119,6.2,7.6,5.44,3.24,18986,35,27719,89,14,169,989,1744,1050,1476,43,57
"""25021413500""","""Boston-Cambridge-Newton, MA-NH""",3,4449,1696,1415.33,42,50,57,25,32,36,17,18,21,8.73,11.07,1.67,1,2,19850,17402,19300,4,4,4,12463,11123,11332,9530,8549,8480,2841,2490,2761,92,84,92,62,57,62,7.6,7.5,3.87,1.2,17974,35,29898,89,16,87,1081,1598,1947,1362,40,60
"""25021414100""","""Boston-Cambridge-Newton, MA-NH""",4,5538,2022,7018.67,63,77,87,43,54,61,20,23,26,10.46,4.53,2.06,2,2,23802,21004,23343,2,1,1,15177,13683,14015,11739,10649,10645,3406,3006,3339,32,28,31,22,19,21,3.3,5.1,1.37,0.29,11837,79,16619,88,38,39,1483,2721,2839,707,85,15
"""25021414200""","""Boston-Cambridge-Newton, MA-NH""",4,7366,2360,6093.87,68,83,93,47,59,66,21,24,27,11.86,5.27,2.15,2,2,25230,22223,24722,0,0,0,15886,14374,14693,12271,11193,11157,3611,3180,3536,4,0,0,3,0,0,0.9,5.6,0.65,0.39,11196,98,12912,87,46,43,1736,2961,2961,,98,2
"""25021414300""","""Boston-Cambridge-Newton, MA-NH""",3,5091,1876,1887.58,55,66,75,36,46,51,19,21,24,9.57,10.32,1.9,2,2,21839,19430,21436,4,3,4,14064,12524,12952,10864,9673,9811,3125,2781,3066,75,70,74,51,47,51,4.5,6.2,4.29,0.99,14065,66,17158,88,16,87,943,2293,2720,932,74,26
"""25021415101""","""Boston-Cambridge-Newton, MA-NH""",2,4835,1767,2456.02,55,66,74,36,45,50,19,21,24,9.38,7.43,1.94,2,2,21790,19261,21435,4,4,4,14272,12714,13180,11066,9877,10029,3118,2756,3066,87,80,85,59,54,58,3.6,7.5,2.48,0.72,16546,71,28403,89,24,63,1268,2237,2320,1833,86,14
"""25021415102""","""Boston-Cambridge-Newton, MA-NH""",5,7981,3386,1483.48,48,57,65,30,38,42,18,20,23,6.73,14.02,1.8,2,2,20965,18305,20500,5,4,5,13364,11846,12264,10264,9139,9234,3000,2620,2933,100,88,97,68,60,66,5.9,7.1,6.65,2.28,17556,49,25413,89,12,147,997,1886,2144,1270,71,29
"""25021415200""","""Boston-Cambridge-Newton, MA-NH""",2,5712,2261,3938.89,55,66,74,36,45,51,19,21,24,9.23,5.92,1.88,2,2,22697,19882,22170,1,0,1,13993,12547,12853,10729,9693,9671,3248,2845,3171,16,9,11,11,6,7,4.5,8.2,1.41,0.57,16455,62,28953,89,40,48,1588,2273,2655,1326,71,29
"""25021415300""","""Boston-Cambridge-Newton, MA-NH""",2,3748,1335,4151.4,61,74,84,42,52,58,20,22,25,10.11,6.17,2.02,2,2,22912,20308,22500,2,2,2,14835,13209,13723,11508,10260,10462,3279,2906,3219,48,42,43,33,29,29,2.2,8.4,0.77,0.32,17427,93,30067,89,27,54,1222,2619,2619,,95,5
"""25021416101""","""Boston-Cambridge-Newton, MA-NH""",4,5675,2051,2378.77,50,61,69,34,43,48,18,20,23,7.19,8.6,1.8,2,2,20394,18206,19907,6,6,6,13341,11780,12267,10298,9053,9298,2918,2605,2848,124,122,122,84,83,83,4.8,8.9,2.7,0.86,29299,77,36396,89,22,106,1181,2164,2538,75,73,27
"""25021416102""","""Boston-Cambridge-Newton, MA-NH""",2,4101,932,3289.32,68,83,93,50,62,70,18,20,24,8.63,3.87,1.88,2,2,21491,18945,21040,4,4,4,13888,12302,12816,10728,9513,9725,3076,2711,3010,85,78,82,57,53,56,4.7,8.6,2.57,0.28,24990,68,32329,89,26,46,1243,3123,3433,795,83,17
"""25021416200""","""Boston-Cambridge-Newton, MA-NH""",7,6459,2213,856.73,54,65,74,37,47,52,17,19,22,8.35,27.66,1.73,2,2,18529,16220,18071,12,11,12,12753,11229,11724,9858,8676,8895,2652,2321,2585,243,232,244,165,158,166,4.8,9,4.24,2.58,39959,74,39900,89,7,249,784,2351,2435,569,82,18
"""25021416300""","""Boston-Cambridge-Newton, MA-NH""",5,4929,1781,658.34,56,67,76,40,50,56,16,17,20,5.81,17.37,1.6,1,2,16703,14554,16279,20,19,20,11921,10536,10936,9125,8067,8200,2390,2083,2329,406,386,407,276,263,277,6.3,9.2,4.09,2.71,46149,59,45876,89,7,220,785,2508,3035,1247,72,28
"""25021416400""","""Boston-Cambridge-Newton, MA-NH""",7,6139,2072,1142.53,56,67,76,40,50,56,17,19,22,8.63,20.25,1.76,2,2,19015,16786,18563,10,10,10,12996,11412,11953,10063,8804,9090,2721,2402,2655,212,207,208,144,140,142,4.4,9.5,3.45,1.81,40054,86,52507,89,7,221,892,2507,2553,267,87,13
"""25021417100""","""Boston-Cambridge-Newton, MA-NH""",5,4312,1600,326.98,49,59,67,34,42,47,15,17,19,7.44,40.64,1.54,1,1,16688,14663,16268,16,15,16,11500,10045,10498,8789,7632,7846,2388,2098,2327,323,314,325,220,213,221,7,9.6,6.95,4.89,41617,55,56902,89,5,317,638,2112,2495,1338,66,34
"""25021417200""","""Boston-Cambridge-Newton, MA-NH""",7,8335,3296,607.12,43,51,58,28,35,39,14,16,18,5.96,36.02,1.44,1,1,15486,13562,15066,19,19,20,10834,9479,9830,8214,7144,7270,2216,1941,2155,404,394,404,274,268,275,8.1,9.6,10.18,5.43,43368,42,59495,89,5,267,637,1773,2174,1369,50,50
"""25021417300""","""Boston-Cambridge-Newton, MA-NH""",2,2794,1556,426.2,44,52,60,29,37,41,14,16,18,4.98,18.18,1.45,1,1,16495,13716,16077,11,10,11,10888,9442,9908,8298,7271,7379,2361,1963,2300,230,209,229,156,142,156,8.5,9.5,101.84,3.65,40319,5,62273,89,9,193,1054,1848,2101,1584,56,44
